id,date,country,event_type,disinfo_subtype,threat_level,headline,summary,actors,platforms,spread,disinfo_narratives,related_events,disinfo_confidence,detection_method,content_observed,narrative_families,event_id,_original_summary,_review_notes,_reviewed,observation_count,last_observation,source_urls,narrative_family,countries,keywords,reclassification_note,reclassified_from,reclassified_date,extracted_claims,research_sources,_reclassified_from,status,reach_data,_original_headline,disinfo_justification,source_basis,verification_status,ve_related,al_shabaab_related,tags,data_source,detected_by,detection_timestamp,last_seen,intensity_trend,countries_affected,origin,online_dynamics
KEN-2025-004,2025-03-03,Kenya,CONTEXT,,P2 HIGH,NCIC issues cessation notice to Gachagua over ethnic incitement in Meru speech; warns against tribal political rhetoric,"The National Cohesion and Integration Commission issued a formal cessation notice to impeached former Deputy President Rigathi Gachagua following a speech in Meru in which he accused President Ruto of planning to remove the Chief Justice ahead of the 2027 elections due to her ethnicity. The NCIC warned Gachagua against continuing ethnic incitement, as his political fallout with Ruto was increasingly framed in tribal terms—Kikuyu versus Kalenjin—threatening national cohesion ahead of the 2027 cycle.","['Rigathi Gachagua (former Deputy President)', 'NCIC', 'UDA party', 'Mount Kenya political networks']","['YouTube', 'X (Twitter)', 'Facebook', 'Television broadcasts']",4,['NAR-KE-004'],"['EXT-2025-025', 'EXT-2025-031', 'KEN-2025-019', 'KEN-2025-020', 'KEN-2025-021', 'KEN-2025-022', 'KEN-2025-026', 'KEN-2025-031', 'KEN-2026-001', 'KEN-2026-006', 'KEN-2026-008', 'KEN-2026-011']",MEDIUM,meta_monitoring,False,"[{'family': 'Ethnic Incitement', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",KEN-2025-004,,High-profile political figure making ethnic incitement claims that could fuel broader tribal tensions ahead of 2027 elections.,2026-03-19T07:55:32.100158+00:00,0,,https://nation.africa/kenya/news/ncic-warns-gachagua-against-inciting-remarks-in-political-battle-with-president-ruto--4949186; https://www.youtube.com/watch?v=5Cp-bq9jsrM,,,,,,,['President Ruto is planning to remove the Chief Justice ahead of 2027 elections due to her ethnicity'],,,,,,,,,,,,,,,,,,,
SOM-2025-006,2025-03-05,Somalia,CONTEXT,,P1 CRITICAL,Ethiopia conducts first airstrikes in Somalia since 2006; al-Shabaab claims civilian casualties,"The Ethiopian Air Force conducted multiple airstrikes on al-Shabaab targets in the Middle Shabelle region on March 5 — the first known Ethiopian aerial operation in Somalia since its 2006 intervention against the Islamic Courts Union. On the night of March 15, Ethiopia struck El-Ba'ad and Jilib using barrel bombs filled with fuel, with al-Shabaab claiming the El Ba'ad strike killed a mother and her two children and that the Jilib market strike caused extensive civilian casualties. Al-Shabaab immediately distributed a press statement documenting the alleged civilian casualties, using them for international propaganda to frame Ethiopian intervention as illegal foreign aggression against Muslim civilians.","['Ethiopian Air Force', 'Al-Shabaab', 'Somali Federal Government', 'Al-Kataib Media Foundation', 'Shahada News Agency']","['Shahada News Agency', 'Telegram', 'Al-Kataib Media', 'Twitter/X']",4,['NAR-SO-001'],['SOM-2025-006-DI'],,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Religious Distortion', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-006,,Ethiopian military escalation in Somalia after 19-year absence - highly likely to generate competing narratives about civilian casualties and legitimacy.,2026-03-19T07:55:32.100163+00:00,0,,https://en.wikipedia.org/wiki/2025_Shabelle_offensive; https://claws.co.in/wp-content/uploads/2025/04/IB-432-I-Chinas-Gamble-Infrastructure-and-Influence-in-Somalia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-006-DI,2025-03-05,Somalia,DISINFO,propaganda,P1 CRITICAL,"Al-Shabaab media apparatus publishes civilian casualty claims from Ethiopian airstrikes, amplified on diaspora social media","Al-Shabaab's media apparatus rapidly published Arabic-language press releases via Shahada News Agency citing civilian deaths from Ethiopian strikes. These claims were amplified by al-Shabaab sympathizers on diaspora Twitter/X and Facebook as evidence of 'foreign aggression against Muslims.' The civilian casualties were not independently verified, fitting the established pattern of al-Shabaab inflating civilian harm from airstrikes for propaganda purposes.","['Ethiopian Air Force', 'Al-Shabaab', 'Somali Federal Government', 'Al-Kataib Media Foundation', 'Shahada News Agency']","['Telegram', 'Twitter/X', 'Facebook']",3,['NAR-SO-007'],['SOM-2025-006'],HIGH,meta_monitoring,False,"[{'family': 'VE Propaganda', 'intensity': 3}, {'family': 'Foreign Aggression Narrative', 'intensity': 3}]",SOM-2025-006-DI,,Classic al-Shabaab information warfare pattern - rapidly publishing unverified civilian casualty claims to delegitimize military operations and mobilize diaspora support.,2026-03-19T07:55:32.100169+00:00,0,,https://en.wikipedia.org/wiki/2025_Shabelle_offensive; https://claws.co.in/wp-content/uploads/2025/04/IB-432-I-Chinas-Gamble-Infrastructure-and-Influence-in-Somalia.pdf,,,,,,,"[""Ethiopian airstrikes killed civilians including mothers and children in El Ba'ad"", 'Ethiopian strikes constitute foreign aggression against Muslims']","['https://blog.fulcrumanalytics.co.za/2025/04/hearts-and-minds-al-shabaabs-propaganda.html', 'https://en.wikipedia.org/wiki/2025_Shabelle_offensive', 'https://www.hoover.org/research/harnessing-other-fuel-insurgency-al-shabaab-narratives-christians-and-christianity', 'https://documents.un.org/doc/undoc/gen/n25/322/00/pdf/n2532200.pdf', 'https://ctc.westpoint.edu/al-shababs-tactical-and-media-strategies-in-the-wake-of-its-battlefield-setbacks/']",,resolved,"{'arabic_press_reach': ""Shahada press releases in Arabic target Arabic-speaking media globally; Fulcrum Analytics documented this as a 'notable new theme' in AS content — suggesting significant volume"", 'diaspora_amplification': 'Ethiopian airstrike framing resonates strongly with Somali nationalist sentiment in diaspora; documented as spreading on social media though specific metrics not available', 'institutional_analysis': 'Fulcrum Analytics (April 2025), EUAA report, UN Panel report all document this theme — indicating it was substantive enough for serious analysis'}",,,,,,,,,,,,,,,
SSD-2025-006,2025-03-06,South Sudan,CONTEXT,,P2 HIGH,"NSS and military intelligence arrest SPLM-IO oil minister Puot Kang, general Gabriel Duop Lam, and over 20 others","Following the Nasir clashes, South Sudan's NSS and military intelligence arrested at least 22 SPLM-IO members including Minister of Petroleum Puot Kang Chol and SPLA-IO Acting Chief of Staff Lt. General Gabriel Duop Lam. The arrests were denounced by SPLM-IO as a 'grave violation of the peace deal' and a 'blatant infringement of the Constitution.' The detentions signaled a systematic move to decapitate the opposition leadership under the cover of the security crisis.","['NSS (National Security Service)', 'SSPDF Military Intelligence', 'Puot Kang Chol', 'Lt. Gen. Gabriel Duop Lam', 'SPLM-IO']","['SSBC (state TV)', 'Reuters', 'BBC', 'Facebook (opposition statements)']",4,['NAR-SS-003'],"['SSD-2025-003', 'SSD-2025-004', 'SSD-2025-005', 'SSD-2025-008', 'SSD-2025-009', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-017']",,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Victimhood/Grievance', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}]",SSD-2025-006,,Mass arrests of SPLM-IO leadership following Nasir violence could trigger claims of peace agreement violations and political persecution narratives.,2026-03-19T07:55:32.100173+00:00,0,,https://www.bbc.com/news/articles/czrnydyy763o; https://www.reuters.com/world/africa/south-sudan-vp-machars-party-trying-locate-him-after-arrest-warrant-issued-2025-03-26/,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-007,2025-03-11,South Sudan,CONTEXT,,P1 CRITICAL,Uganda deploys special forces to South Sudan in violation of UN arms embargo,"Uganda deployed special forces and military equipment to South Sudan at President Kiir's request on 11 March 2025, in violation of the UN Security Council arms embargo in force since 2018. The deployment included armoured vehicles, tanks, and military helicopters stationed primarily east of Juba. Neither Uganda nor South Sudan sought prior exemption from the UN Security Council Sanctions Committee. Machar wrote to the UN, AU, and IGAD on 23 March accusing Uganda of conducting airstrikes on civilians.","[""UPDF (Ugandan People's Defence Forces)"", 'SSPDF', 'UN Security Council', 'Riek Machar (letter-writing)']","['Reuters', 'UN documents', 'Facebook (diaspora amplification)']",3,['NAR-SS-003'],"['EXT-2025-014', 'SSD-2025-010', 'SSD-2025-014', 'SSD-2025-016', 'SSD-2025-017', 'SSD-2025-018', 'SSD-2025-020', 'SSD-2025-022', 'SSD-2025-025', 'SSD-2026-019']",,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2025-007,,"Legitimate news event about actual military deployment, not disinformation content itself.",2026-03-19T07:55:51.554117+00:00,0,,https://www.reuters.com/world/africa/south-sudans-vp-machar-accuses-uganda-violating-arms-embargo-2025-03-25/; https://www.amnesty.org/en/latest/news/2025/05/south-sudan-un-security-council-must-renew-and-enforce-arms-embargo-to-protect-civilians/,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-007,2025-03-11,Somalia,CONTEXT,,P1 CRITICAL,"Al-Shabaab lays 24-hour siege on Cairo Hotel in Beledweyne, killing clan elders and military officers","Al-Shabaab militants conducted a 24-hour siege on Cairo Hotel in Beledweyne, killing at least 21 people including prominent clan elders who were coordinating government anti-AS operations. This represents a factual news event being reported, not disinformation spreading.","['Al-Shabaab', 'Somali clan elders (targets)', 'Somali National Army', 'AUSSOM (Djiboutian/Ethiopian forces)', 'Shahada News Agency']","['Shahada News Agency', 'Telegram', 'Al-Kataib Media Foundation', 'Facebook']",4,['NAR-SO-001'],['SOM-2025-007-DI'],,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Attack Claim', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-007,"Six al-Shabaab militants launched a suicide car bomb and gun attack on the Cairo Hotel in Beledweyne on March 11, where traditional elders and military officers had gathered to coordinate the government's offensive against al-Shabaab. The 24-hour siege killed at least 21 people — including 2 prominent traditional elders and all 6 attackers — and injured dozens. Al-Shabaab framed the attack as a deliberate strategic strike against 'apostate' coordination structures and celebrated the killing of clan elders as elimination of 'pro-government spies.' The attack demonstrated al-Shabaab's intent to neutralize grass-roots anti-AS mobilization structures.","Legitimate reporting of terrorist attack, serves as factual baseline for potential disinformation narratives.",2026-03-19T07:55:51.554147+00:00,0,,https://www.bbc.com/news/articles/cx2gdjd57lro; https://www.reuters.com/world/africa/gunmen-storm-hotel-central-somalia-least-four-killed-2025-03-11/; https://en.wikipedia.org/wiki/2025_Beledweyne_hotel_attack,,,,,,,,,,,,,,,,,,,,,,,,,,
EXT-2025-005,2025-03-11,Regional,CONTEXT,,P2 HIGH,African Commission Adopts Resolution 630/2025 Condemning Meta's Content Moderation Rollback,"The African Commission on Human and Peoples' Rights adopted landmark Resolution 630/2025 at its 82nd Ordinary Session, expressing deep concern over Meta's elimination of third-party fact-checkers and warning that reduced platform oversight endangered human rights in Africa. The resolution specifically cited the risk of AI deepfakes, foreign political interference, hate speech amplification, and disinformation during elections and conflict situations. The Commission mandated development of African-specific platform guidelines, underscoring that Meta's changes disproportionately harmed Africa given linguistic blind spots in automated moderation.","[""African Commission on Human and Peoples' Rights"", 'Meta', 'African Union']","['Facebook', 'Instagram']",2,[],[],,meta_monitoring,False,"[{'family': 'Platform Governance', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Platform Governance', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",EXT-2025-005,,Official institutional response to platform changes that could increase disinformation vulnerabilities across Africa.,2026-03-19T07:55:51.554156+00:00,0,,https://achpr.au.int/en/adopted-resolutions/achprres630-lxxxii-2025; https://techpolicy.press/why-africa-is-sounding-the-alarm-on-platforms-shift-in-content-moderation,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-007-DI,2025-03-11,Somalia,DISINFO,propaganda,P1 CRITICAL,Al-Shabaab releases attack claim and video of Cairo Hotel siege targeting clan elders — propaganda designed to deter anti-AS mobilization,Shahada News Agency claimed 20+ deaths within hours of the Cairo Hotel attack. Al-Kataib reportedly released video documentation. The deliberate targeting of traditional elders — key anti-AS mobilization figures — was amplified on diaspora social media as proof that al-Shabaab could penetrate soft targets. The propaganda message was designed to deter community leaders from supporting government anti-AS operations.,"['Al-Shabaab', 'Somali clan elders (targets)', 'Somali National Army', 'AUSSOM (Djiboutian/Ethiopian forces)', 'Shahada News Agency']","['Telegram', 'Diaspora social media']",2,['NAR-SO-001'],['SOM-2025-007'],HIGH,meta_monitoring,False,"[{'family': 'VE Propaganda', 'intensity': 4}, {'family': 'Intimidation / Deterrence', 'intensity': 3}]",SOM-2025-007-DI,,Al-Shabaab propaganda leveraging real attack to spread intimidation narratives against community leaders supporting government.,2026-03-19T07:55:51.554166+00:00,0,,https://www.bbc.com/news/articles/cx2gdjd57lro; https://www.reuters.com/world/africa/gunmen-storm-hotel-central-somalia-least-four-killed-2025-03-11/; https://en.wikipedia.org/wiki/2025_Beledweyne_hotel_attack,,,,,,,['Al-Shabaab can penetrate any soft target and eliminate anti-AS community leaders'],"['https://en.wikipedia.org/wiki/2025_Beledweyne_hotel_attack', 'https://www.middleeastmonitor.com/20250312-somalia-hotel-siege-death-toll-rises-to-10-says-police-officer/', 'https://www.aljazeera.com/news/2025/3/11/al-shabab-gunmen-lay-siege-to-somali-hotel', 'https://www.bbc.com/news/articles/cx2gdjd57lro', 'https://en.wikipedia.org/wiki/Attempted_assassination_of_Hassan_Sheikh_Mohamud', 'https://www.euaa.europa.eu/coi/somalia/2025/security-situation/12-armed-actors-and-relevant-developments/122-al-shabaab-control-areas-presence-and-influence']",,resolved,"{'channels': 'Available to all followers of AS official Telegram channel (subscriber count not public); subsequently picked up by international media', 'media_amplification': 'Reuters, Al Jazeera, BBC, AP, Firstpost, Yahoo News all reported AS claims, providing widespread secondary distribution', 'diaspora_amplification': 'Widely shared on Somali diaspora Facebook groups and X accounts; no specific share/view count available', 'speed_of_spread': 'Telegram claim circulated same day as attack (March 11)'}",,,,,,,,,,,,,,,
SSD-2025-008,2025-03-16,South Sudan,DISINFO,propaganda,P1 CRITICAL,"SSPDF uses incendiary weapons in Nasir, Longechuk, and Ulang; information minister implies civilians can be lawfully targeted","From 16 March onward, SSPDF and UPDF conducted aerial attacks using improvised incendiary weapons in at least four locations across Nasir, Longechuk, and Ulang counties, killing at least 58 people and burning others severely—including children. On 17 March, Information Minister Michael Makuei Lueth ordered civilians to evacuate the 'military zone' and stated 'if you as a civilian happen to be there… there is nothing we can do,' implying civilian targeting was lawful—a statement Human Rights Watch later flagged as a possible incitement to war crimes.","['SSPDF', 'UPDF', 'Information Minister Michael Makuei Lueth', 'White Army (in area)', 'Civilians']","['SSBC (state radio/TV)', 'Facebook', 'HRW report distribution', 'WhatsApp']",4,['NAR-SS-002'],"['SSD-2025-003', 'SSD-2025-004', 'SSD-2025-005', 'SSD-2025-006', 'SSD-2025-009', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-017']",MEDIUM,meta_monitoring,False,"[{'family': 'Collective Blame', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Ethnic Incitement', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}]",SSD-2025-008,,Government disinformation justifying attacks on civilians through legal misrepresentation and military zone declarations.,2026-03-19T07:55:51.554175+00:00,0,,https://www.hrw.org/news/2025/04/09/south-sudan-incendiary-bombs-kill-burn-civilians; https://en.wikipedia.org/wiki/2025_Nasir_clashes; https://www.newarab.com/news/ssudan-used-incendiary-weapons-kill-nearly-60-people-hrw,,,,,,,"['Civilians in military zones can be lawfully targeted by government forces', 'Government aerial attacks using incendiary weapons are justified military operations']",,,resolved,,,,,,,,,,,,,,,,
KEN-2025-005,2025-03-17,Kenya,CONTEXT,,P2 HIGH,"Al-Shabaab militants storm Kenyan village in Mandera, deliver sermon before withdrawing","Al-Shabaab fighters raided the Kenyan village of Iresuki in Mandera County, killing one National Police Reservist officer before withdrawing. The militants delivered a public sermon to residents, demonstrating a propaganda tactic to assert territorial control and recruit sympathizers in cross-border operations.","['Al-Shabaab', 'Kenya National Police Reservists', 'Mandera County residents']","['Al-Kataib Media Foundation', 'Telegram']",2,['NAR-SO-001'],"['KEN-2025-006', 'KEN-2025-008', 'KEN-2025-013', 'KEN-2025-016', 'KEN-2025-024', 'KEN-2025-029', 'KEN-2025-030', 'KEN-2026-003', 'KEN-2026-005']",HIGH,meta_monitoring,False,"[{'family': 'Religious Distortion', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}]",KEN-2025-005,"Al-Shabaab fighters raided the Kenyan village of Iresuki in Mandera County, engaging National Police Reservists in a gunfight and killing one officer (Abdikher Ibrahim) before withdrawing. According to Hiiraan reports, the militants delivered a public sermon to residents before leaving, a tactic designed to demonstrate control over the territory and recruit sympathizers. This incident was part of al-Shabaab's broader 2025 Ramadan offensive that simultaneously targeted Somalia.","This is a factual military incident report, not disinformation content. The public sermon represents propaganda tactics but the event itself is documented fact.",2026-03-19T07:56:12.998317+00:00,0,,https://www.hiiraan.com/news4/2025/Mar/200738/al_shabaab_militants_storm_kenyan_village_deliver_sermon_before_vanishing.aspx; https://en.wikipedia.org/wiki/2025_Shabelle_offensive,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2025-009,2025-03-18,South Sudan,CONTEXT,,P2 HIGH,Civil society issues joint statement condemning hate speech and incitement linked to Nasir conflict,"A coalition of South Sudanese civil society organizations issued a joint statement condemning hate speech and misinformation related to the Nasir conflict. The statement documented how disinformation cascades from Facebook to WhatsApp, prompting government social media shutdowns and deepening ethnic polarization.","['South Sudanese civil society coalition', 'South Sudan Media Authority', 'Politicians (unnamed)', 'Social media users']","['Facebook', 'WhatsApp', 'Radio']",3,['NAR-SS-004'],"['SSD-2025-003', 'SSD-2025-004', 'SSD-2025-005', 'SSD-2025-006', 'SSD-2025-008', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-017']",HIGH,meta_monitoring,False,"[{'family': 'Ethnic Incitement', 'intensity': 5, 'calibrated': True, 'calibration_note': 'Confirmed at 5 by LLM-as-judge calibration'}, {'family': 'Misinformation/Disinformation', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SSD-2025-009,"A coalition of South Sudanese civil society organizations published a joint statement calling out the 'rise of hate speech, misinformation, and incitement to violence' specifically tied to the Nasir conflict. The statement documented the online cascade pattern: Facebook hate speech → WhatsApp mobilization → government social media shutdown → ethnic polarization. The South Sudan Media Authority issued a separate press statement on 24-25 March warning politicians and social media users against inflammatory speeches.","Important documentation of disinformation ecosystem patterns in South Sudan, showing the cascade effect from social platforms to real-world violence.",2026-03-19T07:56:12.998366+00:00,0,,https://www.facebook.com/groups/526957180739462/posts/8702587896509642/; https://www.eyeradio.org/south-sudan-media-regulator-concerned-about-surge-in-online-hate-speech/; https://www.facebook.com/ssbcnews/posts/south-sudans-media-authority-has-warned-public-against-hate-speeches-circulating/1091543812989638/,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-008,2025-03-18,Somalia,CONTEXT,,P1 CRITICAL,Al-Shabaab detonates IED targeting President Hassan Sheikh Mohamud's convoy in Mogadishu,"On March 18, al-Shabaab militants planted a roadside bomb near the Ceel-gaabta junction in Xamar-Jajab district, targeting President Hassan Sheikh Mohamud's motorcade as he traveled to the airport. The bomb killed at least 10 people including seven presidential guards and a journalist (Radio Risaala's Mohamed Abukar Dabaashe), and injured 20 others. The president escaped unharmed and continued to the frontlines. Al-Shabaab immediately claimed responsibility via Shahada News Agency and Telegram, framing the attack as an operation to eliminate the 'apostate president' — the first direct assassination attempt on Mohamud since 2014. The attack drew international condemnation from the Arab League, OIC, and UN Secretary-General.","['Al-Shabaab', 'President Hassan Sheikh Mohamud (target)', 'Shahada News Agency', 'Somali security forces']","['Shahada News Agency', 'Telegram', 'Twitter/X', 'Facebook']",4,['NAR-SO-001'],"['SOM-2025-005', 'SOM-2025-011', 'SOM-2025-016', 'SOM-2025-035', 'SOM-2025-038', 'SOM-2025-039', 'SOM-2025-049', 'SOM-2025-008-DI']",,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Attack Claim', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}]",SOM-2025-008,,Factual reporting of terrorist attack against Somali president. The incident itself generates disinformation but this is straight news reporting.,2026-03-19T07:56:12.998375+00:00,0,,https://en.wikipedia.org/wiki/Attempted_assassination_of_Hassan_Sheikh_Mohamud; https://adf-magazine.com/2025/04/assassination-attempt-highlights-al-shabaab-threat-in-somalia/,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-008-DI,2025-03-18,Somalia,DISINFO,propaganda,P1 CRITICAL,Al-Shabaab claims 'new phase of urban warfare' following presidential assassination attempt,"Al-Shabaab's Telegram claim circulated within minutes of the IED attack targeting President Hassan Sheikh Mohamud's convoy. The killing of journalist Dabaashe (Radio Risaala) was used by al-Shabaab to spread fear among Somali media. Diaspora social media amplified al-Shabaab's claim that the blast marked a 'new phase of urban warfare.' The rapid, coordinated media response demonstrated al-Shabaab's integrated military-propaganda operations.","['Al-Shabaab', 'President Hassan Sheikh Mohamud (target)', 'Shahada News Agency', 'Somali security forces']","['Telegram', 'Diaspora social media']",2,['NAR-SO-001'],['SOM-2025-008'],HIGH,meta_monitoring,False,"[{'family': 'VE Propaganda', 'intensity': 4}, {'family': 'Intimidation / Urban Warfare Narrative', 'intensity': 3}]",SOM-2025-008-DI,,Al-Shabaab's coordinated propaganda response uses journalist killing to intimidate media while amplifying territorial control narratives through diaspora networks.,2026-03-19T07:56:12.998383+00:00,0,,https://en.wikipedia.org/wiki/Attempted_assassination_of_Hassan_Sheikh_Mohamud; https://adf-magazine.com/2025/04/assassination-attempt-highlights-al-shabaab-threat-in-somalia/,,,,,,,"[""Presidential assassination attempt marks 'new phase of urban warfare'""]","['https://www.reuters.com/world/africa/somali-militants-target-presidential-convoy-bomb-attack-president-safe-2025-03-18/', 'https://www.aljazeera.com/video/newsfeed/2025/3/18/video-blast-near-somalia-presidents-residence-as-official-convoy-passes', 'https://english.aawsat.com/world/5123494-somali-militants-target-presidential-convoy-bomb-attack-president-safe', 'https://en.wikipedia.org/wiki/Attempted_assassination_of_Hassan_Sheikh_Mohamud', 'https://en.wikipedia.org/wiki/2025_Shabelle_offensive', 'https://www.eeas.europa.eu/eeas/somalia-statement-spokesperson-latest-terrorist-attack-presidential-convoy_en']",,resolved,"{'international_pickup': ""Reuters, Al Jazeera, BBC, AFP, Barron's, Asharq Al-Awsat all reported AS claim"", 'speed': 'Telegram claim within hours of attack; international wire service reports within same day', 'channels': 'Number of AS Telegram channels not specified; single official statement channel confirmed'}","Al-Shabaab claims assassination attempt on President via Telegram, uses journalist death to intimidate media",,,,,,,,,,,,,,
SOM-2025-009,2025-03-19,Somalia,CONTEXT,,P1 CRITICAL,Al-Shabaab fires mortars at Aden Adde Airport and UN/AU Halane compound in Mogadishu,Al-Shabaab launched mortar attacks on Aden Adde Airport and the UN/AU Halane compound one day after attempting to assassinate the president. The escalation prompted flight cancellations by international airlines and heightened security concerns for diplomatic missions.,"['Al-Shabaab', 'AUSSOM (AU forces)', 'United Nations', 'Western diplomatic missions']","['Shahada News Agency', 'Telegram', 'Facebook (state TV)']",3,['NAR-FP-001'],[],,meta_monitoring,False,"[{'family': 'Anti-Government Narrative', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Attack Claim', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-009,"One day after the presidential assassination attempt, al-Shabaab launched multiple mortar attacks targeting Aden Adde International Airport and the Halane compound, which houses UN headquarters, AU personnel, and multiple foreign embassies. Several shells struck near the Halane perimeter. International airlines including Turkish Airlines and EgyptAir cancelled flights; the attack escalated concerns among the international community about Mogadishu's security. The attack was framed by al-Shabaab as a message directed at foreign actors who 'protect the apostate government.'",Factual reporting of terrorist escalation targeting international presence. The coordinated nature suggests strategic messaging but this is documented military action.,2026-03-19T07:56:12.998388+00:00,0,,https://en.wikipedia.org/wiki/Attempted_assassination_of_Hassan_Sheikh_Mohamud; https://www.aljazeera.com/news/2025/3/11/al-shabab-gunmen-lay-siege-to-somali-hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
